page,line,newcase_mark,text
163,8,,provided filed by UNITED STATES OF AMERICA.
163,9,,(Attachments: # 1 Text of Proposed Order)
163,10,,1:17-mc-02703-BAH Entered: Category: misc
163,11,,*SEALED* 10/23/2017 Event: Application for
163,12,,APPLICATION OF THE 15:26:58 Order pursuant to 18
163,13,,UNITED STATES OF Filed: U.S.C. 2703(d)
163,14,,AMERICA FOR AN 10/23/2017 Document: 1
163,15,,ORDER PURSUANT TO
163,16,,18 U.S.C. 2703(D)
163,17,,CASE CLOSED on
163,18,,04/01/2019
163,19,,APPLICATION for Order pursuant to 18 U.S.C.
163,20,,2703(d) requiring records and other information to be
163,21,,provided filed by UNITED STATES OF AMERICA.
163,22,,(Attachments: # 1 Text of Proposed Order)
163,23,,1:17-mc-02704-BAH Entered: Category: misc
163,24,,*SEALED* 10/23/2017 Event: Application for
163,25,,APPLICATION OF THE 14:04:28 Order pursuant to 18
163,26,,UNITED STATES OF Filed: U.S.C. 2703(d)
163,27,,AMERICA FOR AN 10/23/2017 Document: 1
163,28,,ORDER PURSUANT TO
163,29,,18 U.S.C. 2703(D)
163,30,,CASE CLOSED on
163,31,,10/24/2017
163,32,,APPLICATION for Order pursuant to 18 U.S.C.
163,33,,2703(d) requiring records and other information to be
163,34,,provided filed by UNITED STATES OF AMERICA.
163,35,,(Attachments: # 1 Text of Proposed Order)
163,36,,1:17-mc-02705-BAH Entered: Category: misc
163,37,,*SEALED* 10/23/2017 Event: Application for
163,38,,APPLICATION OF THE 15:10:55 Order pursuant to 18
163,39,,7
163,40,,
164,2,,UNITED STATES OF Filed: U.S.C. 2703(d)
164,3,,AMERICA FOR AN 10/23/2017 Document: 1
164,4,,ORDER PURSUANT TO
164,5,,18 U.S.C. 2703(D)
164,6,,CASE CLOSED on
164,7,,10/23/2017
164,8,,APPLICATION for Order pursuant to 18 U.S.C.
164,9,,2703(d) requiring records and other information to be
164,10,,provided filed by UNITED STATES OF AMERICA.
164,11,,(Attachments: # 1 Text of Proposed Order)
164,12,,1:17-mc-02731-BAH Entered: Category: misc
164,13,,*SEALED* 10/25/2017 Event: Application for
164,14,,APPLICATION OF THE 14:27:53 Order pursuant to 18
164,15,,UNITED STATES OF Filed: U.S.C. 2703(d)
164,16,,AMERICA FOR AN 10/25/2017 Document: 1
164,17,,ORDER PURSUANT TO
164,18,,18 U.S.C. 2703(D)
164,19,,CASE CLOSED on
164,20,,04/01/2019
164,21,,APPLICATION for Order pursuant to 18 U.S.C.
164,22,,2703(d) requiring records and other information to be
164,23,,provided filed by UNITED STATES OF AMERICA.
164,24,,"(Attachments: # 1 Text of Proposed Order, # 2 Text of"
164,25,,"Proposed Order, # 3 Text of Proposed Order, # 4 Text"
164,26,,"of Proposed Order, # 5 Text of Proposed Order, # 6"
164,27,,Text of Proposed Order)
164,28,,1:17-mc-02869-BAH Entered: Category: misc
164,29,,*SEALED* 11/02/2017 Event: Application for
164,30,,APPLICATION OF THE 17:19:30 Order pursuant to 18
164,31,,UNITED STATES OF Filed: U.S.C. 2703(d)
164,32,,AMERICA FOR AN 11/02/2017 Document: 1
164,33,,ORDER PURSUANT TO
164,34,,18 U.S.C. 2703(D)
164,35,,CASE CLOSED on
164,36,,04/01/2019
164,37,,8
164,38,,
165,2,,APPLICATION for Order pursuant to 18 U.S.C.
165,3,,2703(d) requiring records and other information to be
165,4,,provided filed by UNITED STATES OF AMERICA.
165,5,,(Attachments: # 1 Text of Proposed Order)
165,6,,1:17-mc-02908-BAH Entered: Category: misc
165,7,,*SEALED* 11/07/2017 Event: Application for
165,8,,APPLICATION OF THE 12:18:16 Order pursuant to 18
165,9,,UNITED STATES OF Filed: U.S.C. 2703(d)
165,10,,AMERICA FOR AN 11/07/2017 Document: 1
165,11,,ORDER PURSUANT TO
165,12,,18 U.S.C. 2703(D)
165,13,,CASE CLOSED on
165,14,,11/07/2017
165,15,,APPLICATION for Order pursuant to 18 U.S.C.
165,16,,2703(d) requiring records and other information to be
165,17,,provided filed by UNITED STATES OF AMERICA.
165,18,,(Attachments: # 1 Text of Proposed Order)
165,19,,1:17-mc-02961-BAH Entered: Category: misc
165,20,,*SEALED* 11/09/2017 Event: Application for
165,21,,APPLICATION OF THE 14:51:23 Order pursuant to 18
165,22,,UNITED STATES OF Filed: U.S.C. 2703(d)
165,23,,AMERICA FOR AN 11/09/2017 Document: 1
165,24,,ORDER PURSUANT TO
165,25,,18 U.S.C. 2703(D)
165,26,,CASE CLOSED on
165,27,,11/09/2017
165,28,,APPLICATION for Order pursuant to 18 U.S.C.
165,29,,2703(d) requiring records and other information to be
165,30,,provided filed by UNITED STATES OF AMERICA.
165,31,,(Attachments: # 1 Text of Proposed Order)
165,32,,1:17-mc-02970-BAH Entered: Category: misc
165,33,,*SEALED* 11/13/2017 Event: Application for
165,34,,APPLICATION OF THE 17:55:47 Order pursuant to 18
165,35,,UNITED STATES OF Filed: U.S.C. 2703(d)
165,36,,AMERICA FOR AN 11/13/2017 Document: 1
165,37,,ORDER PURSUANT TO
165,38,,18 U.S.C. 2703(D)
165,39,,9
165,40,,
166,2,,CASE CLOSED on
166,3,,11/29/2017
166,4,,APPLICATION for Order pursuant to 18 U.S.C.
166,5,,2703(d) requiring records and other information to be
166,6,,provided filed by UNITED STATES OF AMERICA.
166,7,,(Attachments: # 1 and (2) Text of Proposed Orders)
166,8,,1:17-mc-02971-BAH Entered: Category: misc
166,9,,*SEALED* 11/13/2017 Event: Application for
166,10,,APPLICATION OF THE 18:01:29 Order pursuant to 18
166,11,,UNITED STATES OF Filed: U.S.C. 2703(d)
166,12,,AMERICA FOR AN 11/13/2017 Document: 1
166,13,,ORDER PURSUANT TO
166,14,,18 U.S.C. 2703(D)
166,15,,CASE CLOSED on
166,16,,11/15/2017
166,17,,APPLICATION for Order pursuant to 18 U.S.C.
166,18,,2703(d) requiring records and other information to be
166,19,,provided filed by UNITED STATES OF AMERICA.
166,20,,(Attachment: # 1 Text of Proposed Order)
166,21,,1:17-mc-02972-BAH Entered: Category: misc
166,22,,*SEALED* 11/13/2017 Event: Application for
166,23,,APPLICATION OF THE 17:59:25 Order pursuant to 18
166,24,,UNITED STATES OF Filed: U.S.C. 2703(d)
166,25,,AMERICA FOR AN 11/13/2017 Document: 1
166,26,,ORDER PURSUANT TO
166,27,,18 U.S.C. 2703(D)
166,28,,CASE CLOSED on
166,29,,11/14/2017
166,30,,APPLICATION for Order pursuant to 18 U.S.C.
166,31,,2703(d) requiring records and other information to be
166,32,,provided filed by UNITED STATES OF AMERICA.
166,33,,(Attachment: # 1 Text of Proposed Order)
166,34,,1:17-mc-03055-JEB Entered: Category: misc
166,35,,*SEALED* 11/17/2017 Event: Application for
166,36,,APPLICATION OF 12:16:38 Order pursuant to 18
166,37,,THE UNITED Filed: U.S.C. 2703(d)
166,38,,STATES OF 11/17/2017 Document: 1
166,39,,AMERICA FOR AN
166,40,,10
166,41,,
167,2,,ORDER
167,3,,PURSUANT TO 18
167,4,,U.S.C. 2703(D)
167,5,,CASE CLOSED on
167,6,,04/01/2019
167,7,,APPLICATION for Order pursuant to 18 U.S.C.
167,8,,2703(d) requiring records
167,9,,and other information to be provided filed by UNITED
167,10,,STATES OF
167,11,,AMERICA. (Attachment: # 1 Text of Proposed Order)
167,12,,1:17-mc-03056-JEB Entered: Category: misc
167,13,,*SEALED* 11/17/2017 Event: Application for
167,14,,APPLICATION OF 12:23:27 Order pursuant to 18
167,15,,THE UNITED Filed: U.S.C. 2703(d)
167,16,,STATES OF 11/17/2017 Document: 1
167,17,,AMERICA FOR AN
167,18,,ORDER
167,19,,PURSUANT TO 18
167,20,,U.S.C. 2703(D)
167,21,,CASE CLOSED on
167,22,,11/17/2017
167,23,,APPLICATION for Order pursuant to 18 U.S.C.
167,24,,2703(d) requiring records
167,25,,and other information to be provided filed by UNITED
167,26,,STATES OF
167,27,,AMERICA. (Attachment: # 1 Text of Proposed Order)
167,28,,1:17-mc-03057-JEB Entered: Category: misc
167,29,,*SEALED* 11/17/2017 Event: Application for
167,30,,APPLICATION OF 12:19:23 Order pursuant to 18
167,31,,THE UNITED Filed: U.S.C. 2703(d)
167,32,,STATES OF 11/17/2017 Document: 1
167,33,,AMERICA FOR AN
167,34,,ORDER
167,35,,PURSUANT TO 18
167,36,,U.S.C. 2703(D)
167,37,,CASE CLOSED on
167,38,,11
167,39,,
168,2,,11/17/2017
168,3,,APPLICATION for Order pursuant to 18 U.S.C.
168,4,,2703(d) requiring records
168,5,,and other information to be provided filed by UNITED
168,6,,STATES OF
168,7,,AMERICA. (Attachment: # 1 Text of Proposed Order)
168,8,,1:17-mc-03058-JEB Entered: Category: misc
168,9,,*SEALED* 11/17/2017 Event: Application for
168,10,,APPLICATION OF 12:27:16 Order pursuant to 18
168,11,,THE UNITED Filed: U.S.C. 2703(d)
168,12,,STATES OF 11/17/2017 Document: 1
168,13,,AMERICA FOR AN
168,14,,ORDER
168,15,,PURSUANT TO 18 U.S.C. 2703(D)
168,16,,CASE CLOSED on 11/17/2017
168,17,,APPLICATION for Order pursuant to 18 U.S.C.
168,18,,2703(d) requiring records and other information to be
168,19,,provided filed by UNITED STATES OF AMERICA.
168,20,,(Attachment: # 1 Text of Proposed Order)
168,21,,1:17-mc-03077-BAH Entered: Category: misc
168,22,,*SEALED* 11/21/2017 Event: Application for
168,23,,APPLICATION OF THE 10:30:42 Order pursuant to 18
168,24,,UNITED STATES OF Filed: U.S.C. 2703(d)
168,25,,AMERICA FOR AN 11/21/2017 Document: 1
168,26,,ORDER PURSUANT TO
168,27,,18 U.S.C. 2703(D)
168,28,,CASE CLOSED on
168,29,,11/21/2017
168,30,,APPLICATION for Order pursuant to 18 U.S.C.
168,31,,2703(d) requiring records and other information to be
168,32,,provided filed by UNITED STATES OF AMERICA.
168,33,,(Attachments: # 1 Text of Proposed Order)
168,34,,1:17-mc-03082-BAH Entered: Category: misc
168,35,,*SEALED* 11/21/2017 Event: Application for
168,36,,12
168,37,,
169,2,,APPLICATION OF THE 15:08:32 Order pursuant to 18
169,3,,UNITED STATES OF Filed: U.S.C. 2703(d)
169,4,,AMERICA FOR AN 11/21/2017 Document: 1
169,5,,ORDER PURSUANT TO
169,6,,18 U.S.C. 2703(d)
169,7,,CASE CLOSED on
169,8,,11/21/2017
169,9,,APPLICATION for Order pursuant to 18 U.S.C.
169,10,,2703(d) requiring records and other information to be
169,11,,provided filed by UNITED STATES OF AMERICA.
169,12,,(Attachments: # 1 Text of Proposed Order)
169,13,,1:17-mc-03115-BAH Entered: Category: misc
169,14,,*SEALED* 11/27/2017 Event: Application for
169,15,,APPLICATION OF THE 12:50:00 Order pursuant to 18
169,16,,UNITED STATES OF Filed: U.S.C. 2703(d)
169,17,,AMERICA FOR AN 11/27/2017 Document: 1
169,18,,ORDER PURSUANT TO
169,19,,18 U.S.C. 2703(D)
169,20,,CASE CLOSED on
169,21,,11/27/2017
169,22,,APPLICATION for Order pursuant to 18 U.S.C.
169,23,,2703(d) requiring records and other information to be
169,24,,provided filed by UNITED STATES OF AMERICA.
169,25,,(Attachments: # 1 Text of Proposed Order)
169,26,,1:17-mc-03147-BAH *SEALED* Entered: Category:
169,27,,APPLICATION OF THE UNITED 11/29/2017 misc
169,28,,STATES OF AMERICA FOR AN Event:
169,29,,ORDER PURSUANT TO 18 U.S.C. 27 10:32:00 Application
169,30,,03
169,31,,(d) Filed: for Order
169,32,,CASE CLOSED on 11/29/2017 11/29/2017 pursuant to
169,33,,18 U.S.C.
169,34,,2705(b)
169,35,,Document:
169,36,,1
169,37,,13
169,38,,
170,2,,APPLICATION for Order pursuant to 18 USC 2703(D)
170,3,,filed by UNITED STATES OF AMERICA.
170,4,,(Attachments: # 1 Text of Proposed Order)
170,5,,1:17-mc-03161-BAH Entered: Category: misc
170,6,,*SEALED* 11/29/2017 Event: Application for
170,7,,APPLICATION OF THE 16:07:53 Order pursuant to 18
170,8,,UNITED STATES OF Filed: U.S.C. 2703(d)
170,9,,AMERICA FOR AN 11/29/2017 Document: 1
170,10,,ORDER PURSUANT TO
170,11,,18 U.S.C. 2703(D)
170,12,,CASE CLOSED on
170,13,,11/29/2017
170,14,,APPLICATION for Order pursuant to 18 U.S.C.
170,15,,2703(d) requiring records and other information to be
170,16,,provided filed by UNITED STATES OF AMERICA.
170,17,,(Attachments: # 1 Text of Proposed Order)
170,18,,1:17-mc-03235-BAH Entered: Category: misc
170,19,,*SEALED* 12/06/2017 Event: Application for
170,20,,APPLICATION OF THE 16:03:16 Order pursuant to 18
170,21,,UNITED STATES OF Filed: U.S.C. 2703(d)
170,22,,AMERICA FOR AN 12/06/2017 Document: 1
170,23,,ORDER PURSUANT TO
170,24,,18 U.S.C. 2703(D) et al
170,25,,CASE CLOSED on
170,26,,12/06/2017
170,27,,APPLICATION for Order pursuant to 18 U.S.C.
170,28,,2703(d) requiring records and other information to be
170,29,,provided filed by UNITED STATES OF AMERICA.
170,30,,(Attachments: # 1 Text of Proposed Order)
170,31,,1:17-mc-03236-BAH Entered: Category: misc
170,32,,*SEALED* 12/06/2017 Event: Application for
170,33,,APPLICATION OF THE 16:03:16 Order pursuant to 18
170,34,,UNITED STATES OF Filed: U.S.C. 2703(d)
170,35,,AMERICA FOR AN 12/06/2017 Document: 1
170,36,,ORDER PURSUANT TO
170,37,,18 U.S.C. 2703(D) et al
170,38,,CASE CLOSED on
170,39,,14
170,40,,
171,2,,12/06/2017
171,3,,APPLICATION for Order pursuant to 18 U.S.C.
171,4,,2703(d) requiring records and other information to be
171,5,,provided filed by UNITED STATES OF AMERICA.
171,6,,(Attachments: # 1 Text of Proposed Order)
171,7,,1:17-mc-03261-BAH *SEALED* Entered: Category: misc Event: Application
171,8,,APPLICATION OF THE UNITED 12/07/2017 for Order pursuant to 18 U.S.C.
171,9,,STATES OF AMERICA FOR AN 16:48:29 2705(b)
171,10,,ORDER PURSUANT TO 18 U.S.C. 27 Filed: Document:
171,11,,03 12/07/2017 1
171,12,,(d) APPLICATION for Order pursuant to 18 USC 2703(d)
171,13,,filed by UNITED STATES OF AMERICA.
171,14,,(Attachments: # 1 Text of Proposed Order) Modified on
171,15,,12/7/2017 .
171,16,,1:17-mc-03287-BAH Entered: Category: misc
171,17,,*SEALED* 12/11/2017 Event: Application for
171,18,,APPLICATION OF THE 16:01:41 Order pursuant to 18
171,19,,UNITED STATES OF Filed: U.S.C. 2703(d)
171,20,,AMERICA FOR AN 12/11/2017 Document: 1
171,21,,ORDER PURSUANT TO
171,22,,18 U.S.C. 2703(D)
171,23,,CASE CLOSED on
171,24,,12/12/2017
171,25,,APPLICATION for Order pursuant to 18 U.S.C.
171,26,,2703(d) requiring records and other information to be
171,27,,provided filed by UNITED STATES OF AMERICA.
171,28,,(Attachments: # 1 Text of Proposed Order)
171,29,,1:17-mc-03288-BAH Entered: Category: misc
171,30,,*SEALED* 12/11/2017 Event: Application for
171,31,,APPLICATION OF THE 16:01:41 Order pursuant to 18
171,32,,UNITED STATES OF Filed: U.S.C. 2703(d)
171,33,,AMERICA FOR AN 12/11/2017 Document: 1
171,34,,ORDER PURSUANT TO
171,35,,18 U.S.C. 2703(D)
171,36,,CASE CLOSED on 12/12/2017
171,37,,15
171,38,,
172,2,,APPLICATION for Order pursuant to 18 U.S.C.
172,3,,2703(d) requiring records and other information to be
172,4,,provided filed by UNITED STATES OF AMERICA.
172,5,,(Attachments: # 1 Text of Proposed Order)
172,6,,1:17-mc-03290-BAH Entered: Category: misc
172,7,,*SEALED* 12/11/2017 Event: Application for
172,8,,APPLICATION OF THE 16:01:41 Order pursuant to 18
172,9,,UNITED STATES OF Filed: U.S.C. 2703(d)
172,10,,AMERICA FOR AN 12/11/2017 Document: 1
172,11,,ORDER PURSUANT TO
172,12,,18 U.S.C. 2703(D)
172,13,,CASE CLOSED on
172,14,,12/12/2017
172,15,,APPLICATION for Order pursuant to 18 U.S.C.
172,16,,2703(d) requiring records and other information to be
172,17,,provided filed by UNITED STATES OF AMERICA.
172,18,,(Attachments: # 1 Text of Proposed Order)
172,19,,1:17-mc-03386-BAH Entered: Category: misc
172,20,,*SEALED* 12/19/2017 Event: Application for
172,21,,APPLICATION OF THE 16:22:15 Order pursuant to 18
172,22,,UNITED STATES OF Filed: U.S.C. 2703(d)
172,23,,AMERICA FOR AN 12/19/2017 Document: 1
172,24,,ORDER PURSUANT TO
172,25,,18 U.S.C. 2703(d)
172,26,,CASE CLOSED on
172,27,,12/20/2017
172,28,,APPLICATION for Order pursuant to 18 U.S.C.
172,29,,2703(d) requiring records and other information to be
172,30,,provided filed by UNITED STATES OF AMERICA.
172,31,,(Attachments: # 1 Text of Proposed Order)
172,32,,1:17-mc-03453-KBJ Entered: Category: misc
172,33,,*SEALED* 12/27/2017 Event: Application for
172,34,,APPLICATION OF THE 14:14:09 Order pursuant to 18
172,35,,UNITED STATES OF Filed: U.S.C. 2703(d)
172,36,,16
172,37,,
173,2,,AMERICA FOR AN 12/27/2017 Document: 1
173,3,,ORDER PURSUANT TO 18
173,4,,U.S.C. 2703(D)
173,5,,CASE CLOSED on 12/28/2017
173,6,,APPLICATION for Order pursuant to 18 U.S.C.
173,7,,2703(d) requiring records and other information to be
173,8,,provided filed by UNITED STATES OF AMERICA.
173,9,,(Attachment: # 1 Text of Proposed Order)
173,10,,1:18-sc-00005-BAH Entered: Category: misc
173,11,,*SEALED* 01/05/2018 Event: Application for
173,12,,APPLICATION OF THE 13:52:30 Order pursuant to 18
173,13,,UNITED STATES OF Filed: U.S.C. 2703(d)
173,14,,AMERICA FOR AN 01/02/2018 Document: 1
173,15,,ORDER PURSUANT TO
173,16,,18 U.S.C. 2703(D)
173,17,,CASE CLOSED on 01/03/2018
173,18,,APPLICATION for Order pursuant to 18 U.S.C.
173,19,,2703(d) requiring records and other information to be
173,20,,provided filed by UNITED STATES OF AMERICA.
173,21,,1:18-sc-00006-BAH Entered: Category: misc
173,22,,*SEALED* 01/05/2018 Event: Application for
173,23,,APPLICATION OF THE 15:02:58 Order pursuant to 18
173,24,,UNITED STATES OF Filed: U.S.C. 2703(d)
173,25,,AMERICA FOR AN 01/02/2018 Document: 1
173,26,,ORDER PURSUANT TO
173,27,,18 U.S.C. 2703(D)
173,28,,CASE CLOSED on
173,29,,01/03/2018
173,30,,APPLICATION for Order pursuant to 18 U.S.C.
173,31,,2703(d) requiring records and other information to be
173,32,,provided filed by UNITED STATES OF AMERICA.
173,33,,1:18-sc-00007-BAH Entered: Category: misc
173,34,,17
173,35,,
174,2,,*SEALED* 01/05/2018 Event: Application for
174,3,,APPLICATION OF THE 15:07:41 Order pursuant to 18
174,4,,UNITED STATES OF Filed: U.S.C. 2703(d)
174,5,,AMERICA FOR AN 01/02/2018 Document: 1
174,6,,ORDER PURSUANT TO
174,7,,18 U.S.C. 2703(D)
174,8,,CASE CLOSED on
174,9,,01/03/2018
174,10,,APPLICATION for Order pursuant to 18 U.S.C.
174,11,,2703(d) requiring records and other information to be
174,12,,provided filed by UNITED STATES OF AMERICA.
174,13,,1:18-sc-00038-BAH Entered: Category: misc
174,14,,*SEALED* 01/05/2018 Event: Application for
174,15,,APPLICATION OF THE 16:18:01 Order pursuant to 18
174,16,,UNITED STATES OF Filed: U.S.C. 2703(d)
174,17,,AMERICA FOR AN 01/05/2018 Document: 1
174,18,,ORDER PURSUANT TO
174,19,,18 U.S.C. 2703(D)
174,20,,CASE CLOSED on
174,21,,01/05/2018
174,22,,APPLICATION for Order pursuant to 18 U.S.C.
174,23,,2703(d) requiring records and other information to be
174,24,,provided filed by UNITED STATES OF AMERICA.
174,25,,(Attachments: # 1 Text of Proposed Order)
174,26,,1:18-sc-00050-BAH Entered: Category: misc
174,27,,*SEALED* 01/09/2018 Event: Application for
174,28,,APPLICATION OF THE 10:17:27 Order pursuant to 18
174,29,,UNITED STATES OF Filed: U.S.C. 2703(d)
174,30,,AMERICA FOR AN 01/09/2018 Document: 1
174,31,,ORDER PURSUANT TO
174,32,,18 U.S.C. 2703(D)
174,33,,CASE CLOSED on
174,34,,01/11/2018
174,35,,APPLICATION for Order pursuant to 18 U.S.C.
174,36,,2703(d) requiring records and other information to be
174,37,,provided filed by UNITED STATES OF AMERICA.
174,38,,"(Attachments: # 1 Text of Proposed Order, # 2 Text of"
174,39,,"Proposed Order, # 3 Text of Proposed Order)"
174,40,,18
174,41,,
175,2,,1:18-sc-00067-BAH Entered: Category: misc
175,3,,*SEALED* 01/10/2018 Event: Application for
175,4,,APPLICATION OF THE 16:18:35 Order pursuant to 18
175,5,,UNITED STATES OF Filed: U.S.C. 2703(d)
175,6,,AMERICA FOR AN 01/10/2018 Document: 1
175,7,,ORDER PURSUANT TO
175,8,,18 U.S.C. 2703(D)
175,9,,CASE CLOSED on
175,10,,01/11/2018
175,11,,APPLICATION for Order pursuant to 18 U.S.C.
175,12,,2703(d) requiring records and other information to be
175,13,,provided filed by UNITED STATES OF AMERICA.
175,14,,(Attachments: # 1 Text of Proposed Order)
175,15,,1:18-sc-00081-BAH Entered: Category: misc
175,16,,*SEALED* 01/11/2018 Event: Application for
175,17,,APPLICATION OF THE 17:21:46 Order pursuant to 18
175,18,,UNITED STATES OF Filed: U.S.C. 2703(d)
175,19,,AMERICA FOR AN 01/11/2018 Document: 1
175,20,,ORDER PURSUANT TO
175,21,,18 U.S.C. 2703(D)
175,22,,CASE CLOSED on
175,23,,01/16/2018
175,24,,APPLICATION for Order pursuant to 18 U.S.C.
175,25,,2703(d) requiring records and other information to be
175,26,,provided filed by UNITED STATES OF AMERICA.
175,27,,(Attachments: # 1 Text of Proposed Order)
175,28,,1:18-sc-00113-BAH Entered: Category: misc
175,29,,*SEALED* 01/17/2018 Event: Application for
175,30,,APPLICATION OF THE 11:10:38 Order pursuant to 18
175,31,,UNITED STATES OF Filed: U.S.C. 2703(d)
175,32,,AMERICA FOR AN 01/17/2018 Document: 1
175,33,,ORDER PURSUANT TO
175,34,,18 U.S.C. 2703(D)
175,35,,CASE CLOSED on
175,36,,01/17/2018
175,37,,19
175,38,,
176,2,,APPLICATION for Order pursuant to 18 U.S.C.
176,3,,2703(d) requiring records and other information to be
176,4,,provided filed by UNITED STATES OF AMERICA.
176,5,,(Attachments: # 1 Text of Proposed Order)
176,6,,1:18-sc-00115-BAH Entered: Category: misc
176,7,,*SEALED* 01/17/2018 Event: Application for
176,8,,APPLICATION OF THE 14:44:07 Order pursuant to 18
176,9,,UNITED STATES OF Filed: U.S.C. 2703(d)
176,10,,AMERICA FOR AN 01/17/2018 Document: 1
176,11,,ORDER PURSUANT TO
176,12,,18 U.S.C. 2703(D)
176,13,,CASE CLOSED on
176,14,,01/17/2018
176,15,,APPLICATION for Order pursuant to 18 U.S.C.
176,16,,2703(d) requiring records and other information to be
176,17,,provided filed by UNITED STATES OF AMERICA.
176,18,,(Attachments: # 1 Text of Proposed Order)
176,19,,1:18-sc-00164-BAH Entered: Category: misc
176,20,,*SEALED* 01/23/2018 Event: Application for
176,21,,APPLICATION OF THE 12:41:23 Order pursuant to 18
176,22,,UNITED STATES OF Filed: U.S.C. 2703(d)
176,23,,AMERICA FOR AN 01/23/2018 Document: 1
176,24,,ORDER PURSUANT TO
176,25,,18 U.S.C. 2703(D)
176,26,,CASE CLOSED on
176,27,,01/23/2018
176,28,,APPLICATION for Order pursuant to 18 U.S.C.
176,29,,2703(d) requiring records and other information to be
176,30,,provided filed by UNITED STATES OF AMERICA.
176,31,,(Attachments: # 1 Text of Proposed Order)
176,32,,1:18-sc-00198-BAH Entered: Category: misc
176,33,,*SEALED* 01/25/2018 Event: Application for
176,34,,APPLICATION OF THE 12:24:51 Order pursuant to 18
176,35,,UNITED STATES OF Filed: U.S.C. 2703(d)
176,36,,AMERICA FOR AN 01/25/2018 Document: 1
176,37,,ORDER PURSUANT TO
176,38,,18 U.S.C. 2703(D)
176,39,,CASE CLOSED on
176,40,,20
176,41,,
177,2,,01/25/2018
177,3,,APPLICATION for Order pursuant to 18 U.S.C.
177,4,,2703(d) requiring records and other information to be
177,5,,provided filed by UNITED STATES OF AMERICA.
177,6,,(Attachments: # 1 Text of Proposed Order)
177,7,,1:18-sc-00277-BAH Entered: Category: misc
177,8,,*SEALED* 02/05/2018 Event: Application for
177,9,,APPLICATION OF THE 11:31:30 Order pursuant to 18
177,10,,UNITED STATES OF Filed: U.S.C. 2703(d)
177,11,,AMERICA FOR AN 02/05/2018 Document: 1
177,12,,ORDER PURSUANT TO
177,13,,18 U.S.C. 2703(D)
177,14,,CASE CLOSED on
177,15,,02/05/2018
177,16,,APPLICATION for Order pursuant to 18 U.S.C.
177,17,,2703(d) requiring records and other information to be
177,18,,provided filed by UNITED STATES OF AMERICA.
177,19,,(Attachments: # 1 Text of Proposed Order)
177,20,,1:18-sc-00310-BAH Entered: Category: misc
177,21,,*SEALED* 02/07/2018 Event: Application for
177,22,,APPLICATION OF THE 13:48:00 Order pursuant to 18
177,23,,UNITED STATES OF Filed: U.S.C. 2703(d)
177,24,,AMERICA FOR AN 02/07/2018 Document: 1
177,25,,ORDER PURSUANT TO
177,26,,18 U.S.C. 2703(D)
177,27,,CASE CLOSED on
177,28,,02/07/2018
177,29,,APPLICATION for Order pursuant to 18 U.S.C.
177,30,,2703(d) requiring records and other information to be
177,31,,provided filed by UNITED STATES OF AMERICA.
177,32,,"(Attachments: # 1 Text of Proposed Order, # 2 Text of"
177,33,,"Proposed Order, # 3 Text of Proposed Order, # 4 Text"
177,34,,"of Proposed Order, # 5 Text of Proposed Order, # 6"
177,35,,"Text of Proposed Order, # 7 Text of Proposed Order, #"
177,36,,8 Text of Proposed Order)
177,37,,1:18-sc-00331-BAH Entered: Category: misc
177,38,,*SEALED* 02/09/2018 Event: Application for
177,39,,APPLICATION OF THE 14:06:03 Order pursuant to 18
177,40,,21
177,41,,
178,2,,UNITED STATES OF Filed: U.S.C. 2703(d)
178,3,,AMERICA FOR AN 02/09/2018 Document: 1
178,4,,ORDER PURSUANT TO
178,5,,18 U.S.C. 2703(D)
178,6,,CASE CLOSED on
178,7,,02/09/2018
178,8,,APPLICATION for Order pursuant to 18 U.S.C.
178,9,,2703(d) requiring records and other information to be
178,10,,provided filed by UNITED STATES OF AMERICA.
178,11,,(Attachments: # 1 Text of Proposed Order)
178,12,,1:18-sc-00356-BAH Entered: Category: misc
178,13,,*SEALED* 02/13/2018 Event: Application for
178,14,,APPLICATION OF THE 10:15:54 Order pursuant to 18
178,15,,UNITED STATES OF Filed: U.S.C. 2703(d)
178,16,,AMERICA FOR AN 02/13/2018 Document: 1
178,17,,ORDER PURSUANT TO
178,18,,18 U.S.C. 2703(D)
178,19,,CASE CLOSED on
178,20,,02/13/2018
178,21,,APPLICATION for Order pursuant to 18 U.S.C.
178,22,,2703(d) requiring records and other information to be
178,23,,provided filed by UNITED STATES OF AMERICA.
178,24,,(Attachments: # 1 Text of Proposed Order)
178,25,,1:18-sc-00357-BAH Entered: Category: misc
178,26,,*SEALED* 02/13/2018 Event: Application for
178,27,,APPLICATION OF THE 10:17:11 Order pursuant to 18
178,28,,UNITED STATES OF Filed: U.S.C. 2703(d)
178,29,,AMERICA FOR AN 02/13/2018 Document: 1
178,30,,ORDER PURSUANT TO
178,31,,18 U.S.C. 2703(D)
178,32,,CASE CLOSED on
178,33,,02/13/2018
178,34,,APPLICATION for Order pursuant to 18 U.S.C.
178,35,,2703(d) requiring records and other information to be
178,36,,provided filed by UNITED STATES OF AMERICA.
178,37,,(Attachments: # 1 Text of Proposed Order)
178,38,,1:18-sc-00419-BAH Entered: Category: misc
178,39,,*SEALED* 02/20/2018 Event: Application for
178,40,,22
178,41,,
179,2,,APPLICATION OF THE 14:51:28 Order pursuant to 18
179,3,,UNITED STATES OF Filed: U.S.C. 2703(d)
